tile_id,image_path,mask_path,klass,source,source_record,source_class,scene_stem,geographic_component_id,oil_fraction,invalid_pixel_fraction,split,mean_value,dark_fraction,published_partition,raw_image_path,raw_mask_path
trujillo_part1_oil_01249_y0896_x0672,data/tiles/images/trujillo_part1_oil_01249_y0896_x0672.npy,data/tiles/masks/trujillo_part1_oil_01249_y0896_x0672.npy,oil,trujillo,trujillo_part1,oil,01249,component_0121,0.2186126708984375,0.0,train,0.4559696316719055,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01249.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01249.tif
trujillo_part1_oil_01249_y0896_x0896,data/tiles/images/trujillo_part1_oil_01249_y0896_x0896.npy,data/tiles/masks/trujillo_part1_oil_01249_y0896_x0896.npy,oil,trujillo,trujillo_part1,oil,01249,component_0121,0.192962646484375,0.0,,0.48860830068588257,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01249.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01249.tif
trujillo_part1_oil_01249_y1120_x0672,data/tiles/images/trujillo_part1_oil_01249_y1120_x0672.npy,data/tiles/masks/trujillo_part1_oil_01249_y1120_x0672.npy,oil,trujillo,trujillo_part1,oil,01249,component_0121,0.4236907958984375,0.0,,0.34318581223487854,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01249.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01249.tif
trujillo_part1_oil_01249_y1120_x0896,data/tiles/images/trujillo_part1_oil_01249_y1120_x0896.npy,data/tiles/masks/trujillo_part1_oil_01249_y1120_x0896.npy,oil,trujillo,trujillo_part1,oil,01249,component_0121,0.3498077392578125,0.0,,0.39676082134246826,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01249.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01249.tif
trujillo_part1_oil_01249_y1344_x0672,data/tiles/images/trujillo_part1_oil_01249_y1344_x0672.npy,data/tiles/masks/trujillo_part1_oil_01249_y1344_x0672.npy,oil,trujillo,trujillo_part1,oil,01249,component_0121,0.070343017578125,0.0,,0.5664592981338501,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01249.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01249.tif
trujillo_part1_oil_01251_y0896_x0672,data/tiles/images/trujillo_part1_oil_01251_y0896_x0672.npy,data/tiles/masks/trujillo_part1_oil_01251_y0896_x0672.npy,oil,trujillo,trujillo_part1,oil,01251,component_0072,0.0827484130859375,0.0,train,0.48286372423171997,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01251.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01251.tif
trujillo_part1_oil_01251_y1344_x0000,data/tiles/images/trujillo_part1_oil_01251_y1344_x0000.npy,data/tiles/masks/trujillo_part1_oil_01251_y1344_x0000.npy,oil,trujillo,trujillo_part1,oil,01251,component_0072,0.16143798828125,0.0,,0.5995939373970032,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01251.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01251.tif
trujillo_part1_oil_01251_y1344_x0224,data/tiles/images/trujillo_part1_oil_01251_y1344_x0224.npy,data/tiles/masks/trujillo_part1_oil_01251_y1344_x0224.npy,oil,trujillo,trujillo_part1,oil,01251,component_0072,0.134002685546875,0.0,train,0.5327125191688538,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01251.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01251.tif
trujillo_part1_oil_01251_y1568_x0000,data/tiles/images/trujillo_part1_oil_01251_y1568_x0000.npy,data/tiles/masks/trujillo_part1_oil_01251_y1568_x0000.npy,oil,trujillo,trujillo_part1,oil,01251,component_0072,0.1026458740234375,0.0,,0.6210975646972656,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01251.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01251.tif
trujillo_part1_oil_01253_y0448_x1568,data/tiles/images/trujillo_part1_oil_01253_y0448_x1568.npy,data/tiles/masks/trujillo_part1_oil_01253_y0448_x1568.npy,oil,trujillo,trujillo_part1,oil,01253,component_0072,0.281402587890625,0.0,,0.25832778215408325,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01253.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01253.tif
trujillo_part1_oil_01253_y0672_x1344,data/tiles/images/trujillo_part1_oil_01253_y0672_x1344.npy,data/tiles/masks/trujillo_part1_oil_01253_y0672_x1344.npy,oil,trujillo,trujillo_part1,oil,01253,component_0072,0.1810302734375,0.0,,0.2937789261341095,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01253.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01253.tif
trujillo_part1_oil_01253_y1120_x0672,data/tiles/images/trujillo_part1_oil_01253_y1120_x0672.npy,data/tiles/masks/trujillo_part1_oil_01253_y1120_x0672.npy,oil,trujillo,trujillo_part1,oil,01253,component_0072,0.31634521484375,0.0,train,0.22162696719169617,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01253.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01253.tif
trujillo_part1_oil_01253_y1120_x0896,data/tiles/images/trujillo_part1_oil_01253_y1120_x0896.npy,data/tiles/masks/trujillo_part1_oil_01253_y1120_x0896.npy,oil,trujillo,trujillo_part1,oil,01253,component_0072,0.0340728759765625,0.0,,0.3274882435798645,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01253.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01253.tif
trujillo_part1_oil_01253_y1344_x0448,data/tiles/images/trujillo_part1_oil_01253_y1344_x0448.npy,data/tiles/masks/trujillo_part1_oil_01253_y1344_x0448.npy,oil,trujillo,trujillo_part1,oil,01253,component_0072,0.3452301025390625,0.0,train,0.12362527847290039,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01253.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01253.tif
trujillo_part1_oil_01254_y0224_x1568,data/tiles/images/trujillo_part1_oil_01254_y0224_x1568.npy,data/tiles/masks/trujillo_part1_oil_01254_y0224_x1568.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.1269683837890625,0.0,train,0.35349059104919434,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0224_x1792,data/tiles/images/trujillo_part1_oil_01254_y0224_x1792.npy,data/tiles/masks/trujillo_part1_oil_01254_y0224_x1792.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.21197509765625,0.0,,0.3310673236846924,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0448_x1344,data/tiles/images/trujillo_part1_oil_01254_y0448_x1344.npy,data/tiles/masks/trujillo_part1_oil_01254_y0448_x1344.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.3506011962890625,0.0,,0.24545958638191223,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0448_x1568,data/tiles/images/trujillo_part1_oil_01254_y0448_x1568.npy,data/tiles/masks/trujillo_part1_oil_01254_y0448_x1568.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.2801055908203125,0.0,train,0.29496127367019653,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0672_x1120,data/tiles/images/trujillo_part1_oil_01254_y0672_x1120.npy,data/tiles/masks/trujillo_part1_oil_01254_y0672_x1120.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.3682861328125,0.0,train,0.13068093359470367,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0672_x1344,data/tiles/images/trujillo_part1_oil_01254_y0672_x1344.npy,data/tiles/masks/trujillo_part1_oil_01254_y0672_x1344.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.2728118896484375,0.0,,0.19756056368350983,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0896_x0896,data/tiles/images/trujillo_part1_oil_01254_y0896_x0896.npy,data/tiles/masks/trujillo_part1_oil_01254_y0896_x0896.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.23724365234375,0.0,,0.3240000009536743,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y0896_x1120,data/tiles/images/trujillo_part1_oil_01254_y0896_x1120.npy,data/tiles/masks/trujillo_part1_oil_01254_y0896_x1120.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.19989013671875,0.0,train,0.2063453495502472,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01254_y1120_x0672,data/tiles/images/trujillo_part1_oil_01254_y1120_x0672.npy,data/tiles/masks/trujillo_part1_oil_01254_y1120_x0672.npy,oil,trujillo,trujillo_part1,oil,01254,component_0072,0.0378570556640625,0.0,,0.3846381902694702,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01254.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01254.tif
trujillo_part1_oil_01256_y0896_x0000,data/tiles/images/trujillo_part1_oil_01256_y0896_x0000.npy,data/tiles/masks/trujillo_part1_oil_01256_y0896_x0000.npy,oil,trujillo,trujillo_part1,oil,01256,component_0057,0.12286376953125,0.0,train,0.44479483366012573,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01256.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01256.tif
trujillo_part1_oil_01256_y0896_x0224,data/tiles/images/trujillo_part1_oil_01256_y0896_x0224.npy,data/tiles/masks/trujillo_part1_oil_01256_y0896_x0224.npy,oil,trujillo,trujillo_part1,oil,01256,component_0057,0.12371826171875,0.0,,0.46139225363731384,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01256.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01256.tif
trujillo_part1_oil_01256_y0896_x0672,data/tiles/images/trujillo_part1_oil_01256_y0896_x0672.npy,data/tiles/masks/trujillo_part1_oil_01256_y0896_x0672.npy,oil,trujillo,trujillo_part1,oil,01256,component_0057,0.02471923828125,0.0,,0.5547499656677246,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01256.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01256.tif
trujillo_part1_oil_01256_y1120_x1344,data/tiles/images/trujillo_part1_oil_01256_y1120_x1344.npy,data/tiles/masks/trujillo_part1_oil_01256_y1120_x1344.npy,oil,trujillo,trujillo_part1,oil,01256,component_0057,0.36492919921875,0.0,,0.3548409938812256,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01256.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01256.tif
trujillo_part1_oil_01257_y0672_x0000,data/tiles/images/trujillo_part1_oil_01257_y0672_x0000.npy,data/tiles/masks/trujillo_part1_oil_01257_y0672_x0000.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.3461456298828125,0.0,,0.2711355686187744,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0672_x0224,data/tiles/images/trujillo_part1_oil_01257_y0672_x0224.npy,data/tiles/masks/trujillo_part1_oil_01257_y0672_x0224.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.3612823486328125,0.0,,0.27796754240989685,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0672_x0448,data/tiles/images/trujillo_part1_oil_01257_y0672_x0448.npy,data/tiles/masks/trujillo_part1_oil_01257_y0672_x0448.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.2990875244140625,0.0,,0.30253762006759644,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0672_x0672,data/tiles/images/trujillo_part1_oil_01257_y0672_x0672.npy,data/tiles/masks/trujillo_part1_oil_01257_y0672_x0672.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.0679473876953125,0.0,,0.3710286617279053,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x0224,data/tiles/images/trujillo_part1_oil_01257_y0896_x0224.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x0224.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.0304412841796875,0.0,,0.3469301164150238,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x0448,data/tiles/images/trujillo_part1_oil_01257_y0896_x0448.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x0448.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.18634033203125,0.0,,0.31093043088912964,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x0672,data/tiles/images/trujillo_part1_oil_01257_y0896_x0672.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x0672.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.254364013671875,0.0,train,0.2809980511665344,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x0896,data/tiles/images/trujillo_part1_oil_01257_y0896_x0896.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x0896.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.211700439453125,0.0,train,0.29240792989730835,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x1120,data/tiles/images/trujillo_part1_oil_01257_y0896_x1120.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x1120.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.2435302734375,0.0,,0.28985390067100525,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x1344,data/tiles/images/trujillo_part1_oil_01257_y0896_x1344.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x1344.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.3294830322265625,0.0,train,0.26786008477211,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x1568,data/tiles/images/trujillo_part1_oil_01257_y0896_x1568.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x1568.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.2923583984375,0.0,train,0.27237075567245483,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y0896_x1792,data/tiles/images/trujillo_part1_oil_01257_y0896_x1792.npy,data/tiles/masks/trujillo_part1_oil_01257_y0896_x1792.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.123443603515625,0.0,train,0.3319624066352844,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y1120_x1344,data/tiles/images/trujillo_part1_oil_01257_y1120_x1344.npy,data/tiles/masks/trujillo_part1_oil_01257_y1120_x1344.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.1675872802734375,0.0,train,0.3059406876564026,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01257_y1120_x1792,data/tiles/images/trujillo_part1_oil_01257_y1120_x1792.npy,data/tiles/masks/trujillo_part1_oil_01257_y1120_x1792.npy,oil,trujillo,trujillo_part1,oil,01257,component_0057,0.4527740478515625,0.0,train,0.2115650326013565,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01257.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01257.tif
trujillo_part1_oil_01258_y0672_x0000,data/tiles/images/trujillo_part1_oil_01258_y0672_x0000.npy,data/tiles/masks/trujillo_part1_oil_01258_y0672_x0000.npy,oil,trujillo,trujillo_part1,oil,01258,component_0057,0.101776123046875,0.0,train,0.30015796422958374,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01258.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01258.tif
trujillo_part1_oil_01258_y0672_x0224,data/tiles/images/trujillo_part1_oil_01258_y0672_x0224.npy,data/tiles/masks/trujillo_part1_oil_01258_y0672_x0224.npy,oil,trujillo,trujillo_part1,oil,01258,component_0057,0.4217529296875,0.0,train,0.21131639182567596,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01258.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01258.tif
trujillo_part1_oil_01258_y0672_x0448,data/tiles/images/trujillo_part1_oil_01258_y0672_x0448.npy,data/tiles/masks/trujillo_part1_oil_01258_y0672_x0448.npy,oil,trujillo,trujillo_part1,oil,01258,component_0057,0.57958984375,0.0,train,0.1677204817533493,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01258.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01258.tif
trujillo_part1_oil_01258_y0672_x0672,data/tiles/images/trujillo_part1_oil_01258_y0672_x0672.npy,data/tiles/masks/trujillo_part1_oil_01258_y0672_x0672.npy,oil,trujillo,trujillo_part1,oil,01258,component_0057,0.4656829833984375,0.0,,0.20088990032672882,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01258.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01258.tif
trujillo_part1_oil_01258_y0896_x0896,data/tiles/images/trujillo_part1_oil_01258_y0896_x0896.npy,data/tiles/masks/trujillo_part1_oil_01258_y0896_x0896.npy,oil,trujillo,trujillo_part1,oil,01258,component_0057,0.2919769287109375,0.0,,0.2520192265510559,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01258.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01258.tif
trujillo_part1_oil_01259_y0000_x0672,data/tiles/images/trujillo_part1_oil_01259_y0000_x0672.npy,data/tiles/masks/trujillo_part1_oil_01259_y0000_x0672.npy,oil,trujillo,trujillo_part1,oil,01259,component_0013,0.10455322265625,0.0,train,0.3917531371116638,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01259.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01259.tif
trujillo_part1_oil_01260_y0672_x0672,data/tiles/images/trujillo_part1_oil_01260_y0672_x0672.npy,data/tiles/masks/trujillo_part1_oil_01260_y0672_x0672.npy,oil,trujillo,trujillo_part1,oil,01260,component_0013,0.3334503173828125,0.0,train,0.24016574025154114,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01260.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01260.tif
trujillo_part1_oil_01263_y0896_x0224,data/tiles/images/trujillo_part1_oil_01263_y0896_x0224.npy,data/tiles/masks/trujillo_part1_oil_01263_y0896_x0224.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.0708160400390625,0.0,train,0.6714267730712891,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y0896_x0448,data/tiles/images/trujillo_part1_oil_01263_y0896_x0448.npy,data/tiles/masks/trujillo_part1_oil_01263_y0896_x0448.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.192718505859375,0.0,train,0.5563315749168396,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y0896_x0896,data/tiles/images/trujillo_part1_oil_01263_y0896_x0896.npy,data/tiles/masks/trujillo_part1_oil_01263_y0896_x0896.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.221954345703125,0.0,train,0.5858616828918457,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y0896_x1120,data/tiles/images/trujillo_part1_oil_01263_y0896_x1120.npy,data/tiles/masks/trujillo_part1_oil_01263_y0896_x1120.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.177764892578125,0.0,train,0.6243900060653687,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y1120_x0224,data/tiles/images/trujillo_part1_oil_01263_y1120_x0224.npy,data/tiles/masks/trujillo_part1_oil_01263_y1120_x0224.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.3032073974609375,0.0,train,0.46097856760025024,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y1120_x1120,data/tiles/images/trujillo_part1_oil_01263_y1120_x1120.npy,data/tiles/masks/trujillo_part1_oil_01263_y1120_x1120.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.07012939453125,0.0,train,0.6862152814865112,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y1344_x0000,data/tiles/images/trujillo_part1_oil_01263_y1344_x0000.npy,data/tiles/masks/trujillo_part1_oil_01263_y1344_x0000.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.2692413330078125,0.0,,0.4918413460254669,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01263_y1344_x1568,data/tiles/images/trujillo_part1_oil_01263_y1344_x1568.npy,data/tiles/masks/trujillo_part1_oil_01263_y1344_x1568.npy,oil,trujillo,trujillo_part1,oil,01263,component_0073,0.1369781494140625,0.0,,0.6345042586326599,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01263.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01263.tif
trujillo_part1_oil_01264_y0672_x1792,data/tiles/images/trujillo_part1_oil_01264_y0672_x1792.npy,data/tiles/masks/trujillo_part1_oil_01264_y0672_x1792.npy,oil,trujillo,trujillo_part1,oil,01264,component_0073,0.3098602294921875,0.0,train,0.5024914741516113,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01264.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01264.tif
trujillo_part1_oil_01264_y0896_x1344,data/tiles/images/trujillo_part1_oil_01264_y0896_x1344.npy,data/tiles/masks/trujillo_part1_oil_01264_y0896_x1344.npy,oil,trujillo,trujillo_part1,oil,01264,component_0073,0.3015289306640625,0.0,train,0.480949342250824,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01264.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01264.tif
trujillo_part1_oil_01264_y0896_x1568,data/tiles/images/trujillo_part1_oil_01264_y0896_x1568.npy,data/tiles/masks/trujillo_part1_oil_01264_y0896_x1568.npy,oil,trujillo,trujillo_part1,oil,01264,component_0073,0.46697998046875,0.0,,0.3791448473930359,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01264.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01264.tif
trujillo_part1_oil_01264_y1120_x0672,data/tiles/images/trujillo_part1_oil_01264_y1120_x0672.npy,data/tiles/masks/trujillo_part1_oil_01264_y1120_x0672.npy,oil,trujillo,trujillo_part1,oil,01264,component_0073,0.0476837158203125,0.0,train,0.5871721506118774,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01264.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01264.tif
trujillo_part1_oil_01264_y1120_x0896,data/tiles/images/trujillo_part1_oil_01264_y1120_x0896.npy,data/tiles/masks/trujillo_part1_oil_01264_y1120_x0896.npy,oil,trujillo,trujillo_part1,oil,01264,component_0073,0.2451629638671875,0.0,,0.5212152004241943,,,raw_downloads/trujillo/01_Train_Val_Oil_Spill_images/Oil/01264.tif,raw_downloads/trujillo/01_Train_Val_Oil_Spill_mask/Mask_oil/01264.tif
